userName,Rating,Review,Tanggal
Pengguna Google,1,"Dark sistem nya ternyata admin nya itu sendiri , yang selalu mengawasi ,,,,jika kalian lose 4 atau 5 kali berturut-turut , dan juga di bagian item jika kalian merasa item yang di beli minimal 2 atau 3 atau bahkan full item tapi gak ada damage itu juga tandanya dark sistem nya bekerja di bagian item, bahkan di matching nya bukan secara acak atau berdasarkan tier tapi sudah diatur sedemikian rupa bahkan di sisipkan akun baru main yg belum ngerti heronya...itu semua dark sistem nya",2025-03-26 17:10:34
Pengguna Google,3,"Gamenya udah bagus dan grafiknya juga mantap, tapi developer mohon untuk mengupdate mode offline nya agar bisa menggunakan skin sendiri, lalu tolong pembagian timnya ditingkatkan lagi karena terkadang saat mulai permainan, timnya sering tidak adil seperti tim musuhnya terlalu hebat sedangkan tim kita sendiri malah tidak bisa main",2025-03-24 10:57:00
Pengguna Google,1,"Tolong diperbaiki lagi untuk sistem mengkaitkan akunnya, karena banyak sekali masalah ketika saya ingin menautkan akun. Ketika saya ingin mengaitkan dengan akun FB, sering terjadi penolakan karena sistem berkata bahwa sudah ada yang dikaitkan di akun tersebut. Jujur saja ini menjadi masalah, bukan hanya itu saja sistem download game ini cukup buruk bagi saya. Sistem downloadnya seperti memaksa kita untuk mendownload semuanya, padahal device HP gak mumpuni. Lebih baik bahkan di game sebelah!!!",2025-03-23 21:17:53
Pengguna Google,1,"Sebenarnya game ini sudah bagus, grafik, event-event, skin juga bagus dan harganya terjangkau. Cuma, 1 kekurangannya, sistem matchmaking nya yang tidak adil, buktinya saya bermain 5 match dan semuanya kalah, itupun karena 1 atau 2 player yang nggak bisa main (Semuanya pelanggaran). Kalau kalah sewaktu melawan musuh yang sama kuat itu tetap seru dan menyenangkan, tapi kalau kalah karena tim sendiri yang beban itu menyebalkan.",2025-04-05 19:43:27
Pengguna Google,1,Tolong min 😂 game HOK ini sebenarnya bagus tapi pas ngerank pasti dapat pick random yang gak ada otak kalo main min...gilaaa saya sampe 20 kali losestreak masak saya MVP terus lose. Tolonglah dikasi solusi. Muak saya mainnya. Padahal ini gameplaynya bagus loh. Cuman masalahnya main sama pick random gak ada otak kalo main. Masak di game sebelah kok saya bisa rank tinggi dengan kesulitan yg masih bisa dipahami ..nah di HOK kok miris ya😂..sistem picknya yg laen daripada yg laen 😂 lucu,2025-03-30 17:00:29
Pengguna Google,1,"banyak darksystem, padahal sudah di rank master tapi matchmaking dapat tim yang tolol gak bisa main, ngefeed, afk, sedangkan lawan permainannya bagus. padahal gw sering MVP tapi kalah terus, awal-awal sih bagus lama-lama ini game banyak darksystem, tolong tensen diperbaiki server global ini banyak pemain yang ngetroll hero, bot, afk, ngefeed padahal udah di Grand Master tapi dapat tim kocak,, kaya baru main",2025-03-31 18:47:08
Pengguna Google,1,"Tidak jadi serius, kenapa setiap player di tim sendiri itu sangat-sangat aneh, mereka tidak mau rotasi, mudah menyerah,bahkan tidak tahu cara memakai Hero nya dan yang paling buruk, mereka tidak mau berkonstribusi hanya membuat rank/ bintang kita turun",2025-04-11 11:22:44
Pengguna Google,3,"hero feyd perlu di revam untuk skil 1 nya terutama saat mau naik ke tembok harus mepet dulu baru bisa naik ,jarak nya pendek skali mudah skali di serang musuh dan skil 3 ultimate nya juga pendek skali tidak bisa menjangkau musuh di tengah line saya harap skil 1 dan 3 di panjangin dikit jangkauan nya agar bisa menjangkau musuh dan juga kecepatan serangan nya juga terlalu lambat membuat nya farming monster hutan jadi agak lama",2025-04-08 00:38:09
Pengguna Google,3,menurut saya kekurangan game ini daripada moba lain ada di control karakter.di game ini cenderung delay dalam penggunaan skill/basic attak.yg mana katanya harus sesuai arah analog dll.coba buat seperti ml yg basic attak dan skillnya responsif tidak delay tanpa perlu mengarahkan sesuai analog.dengan begitu game play lebih lancar dan mudah,2025-04-04 16:50:24
Pengguna Google,1,"jangan nambah atau buat-buat event skin gratis tidak jelas, PERBAIKI MATCH NYA KAPAN. dengar ya developer conge, aku sudah mengalami penurunan tier berkali-kali akibat match dan tim benar-benar tidak berguna, Dan aku mulai kehilangan minat ku bermain ini game lagi, bahkan jika harus, akan ku hapus inih game jika match nya tidak di fix sekarang.",2025-03-31 09:37:54
Pengguna Google,1,"apaan si ni game fps 60 jaringan bagus tapi kenapa nge lag ya sampe susah buat gerak,udah coba grafis low sama ajah nge lag ,yakali ram 6 gakuat maen chipset juga ga begitu jelek,saran dong pihak developer gimana cara mengatasi nya",2025-04-10 12:32:41
Pengguna Google,3,min maaf ini kenapa ya kalau lagi main suka tiba tiba freeze sendiri padahal jaringan bagus grafik udah kiri semua cuma kok suka tiba-tiba freeze ya udh di tier diamond kok malah gini dulu pas main gak kaya gini kenapa ya min? tolong dijawab ya,2025-04-10 08:05:46
Pengguna Google,4,"bagus banget pokoknya segi grafik pemilihan musuh oke banget! tapi kekurangannya menurut ku cuma satu kadang kita udah selesai match, hasil pertandingannya ga kesimpen di profil kita, trus kalo rank ga kesimpen gitu bintangnya juga ga naik😓",2025-04-01 04:45:16
Pengguna Google,2,sering bug lag secara tiba tiba yang memengaruhi peforma game padahal sudah rata kiri atau low grafis tetap saja lag sudah coba wifi dan kuota sama saja dan juga saran saya apabila player keluar game dan masuk kembali ke pertandingan di proses loadingnya jangan 2 kali jadi lama masuknya,2025-04-06 06:13:41
Pengguna Google,3,"Mohon untuk di perbaiki sistem penilaian statistik, penilaian statistik match sungguh sangat tidak adil. Dan perbaiki lagi untuk server matchmakingnya. Untuk segi gameplay sangat seru tapi sangat di sayangkan dari segi hal yang sudah di sarankan tadi. Terimakasih",2025-04-08 04:52:54
Pengguna Google,2,masih ad kurangnya dari game sebelah.kontrol saat menyerang lambat bergerak.menyebabkan Hero mati.penargetan terkunci pada Hero lawan tidak akurat.saat kita mainin recall durasinya lama.tdk seperti game sebelah bisa adu recall dengan Hero lawan.mohon di tinjau.. terimakasih,2025-04-09 23:48:40
Pengguna Google,1,"Aneh banget tiba-tiba skin keluaran baru dijual gacha padahal sebelumnya gak pernah tuh, mending yang digacha skin kolab atau gak flawless lah ini legend lawas yang efeknya kurang buat tahun sekarang. Tolong sistem gacha dihilangkan karena saya main game ini berbeda dengan game lainnya, jangan buat player yang udah spend uang banyak dikecewakan dengan sistem gacha",2025-04-03 11:39:47
Pengguna Google,3,"matchmaking kadang ngawur, entah masih bug dalam game maupun error tombol analog/arah skill kadang tidak tersentuh sama sekali, tolong buat fitur analog mengikuti jari terkadang sulit mengatur pergerakan. Event tolong di bagusin lagi, kadang bosan liat eventnya.",2025-03-26 06:24:22
Pengguna Google,1,"Tolong matchmaking dioptimasi la, kenapa solo ditemuin sama duo/trio sih, kasih fair play la buat player solo, dan kenapa selalu dimatch dengan player baru yang hanya bermain 2 bulan lebih lalu tim musuh dengan pengalamn 250+ hari, tolong perhatikan lagi la jangan berfokus pada update dan skin saja",2025-04-08 16:28:39
Pengguna Google,1,"Bukankah game itu sebuah permainan yang dapat menghibur? Bukannya menghibur diri, tapi malah bikin bosan dan kesal. Saat random teman main, jarang sekali dapat yang memuaskan, selalu kalah diakhir permainan. Dalam permainannya juga, saat menyerang musuh dengan HP musuh yang nyaris habis sedangkan HP Hero Saya masih penuh, malah Hero Saya yang ter-eliminasi, sedangkan HP musuh tidak berkurang sama sekali. Ada lagi, tombol-tombol dalam permainan tidak sinkron, saat ditekan kadang tidak berfungsi.",2025-04-10 08:00:29
Pengguna Google,3,"Gw kasih Rating 3 karena ada satu alasan yg bikin gw gk nyaman main yaitu, BUG JARINGAN, main makek Wi-Fi lag mulu padahal gk ada yg bermasalah sama Wi-Fi nya, Giliran pakek Paket Data lancar, selalu beli kuota dulu buat main HOK, cuman bug jaringan doang yg bikin gk nyaman",2025-03-26 17:42:56
Pengguna Google,2,Game nya udah bagus tapi yg bikin saya emosi adalah kenapa banyak banget bug terutama di tampilan animasi Hero dan sekin yg hilang dan di lobi banyak banget jeda atau loading yg lama terutama saat sinyal kita susah juga game nya makin lama makin berat banget tolong di perbaiki semua,2025-03-21 04:05:51
Pengguna Google,1,"Saya kasih bintang 1 karena pencarian match berantakan, dapet tim ampas mulu lah apalagi kalau se tim sama player PH, MALAY dengan nickname china udah gitu sering kena troll dari tim sendiri. Kadang main 5 match cuma dikasih win 1 kali. Kebanyakan dari tim saya dari pemain pemula dan tidak tahu cara bermain seperti apa itu rotasi, apa itu item,dan tim musuh sendiri dari tim pemain pro. Sungguh tidak adil",2025-04-10 02:56:16
Pengguna Google,2,"ini game seru padahal, dari awal udh main, tapi akhir2 ini setiap main rank mode sinyal jumping sampe merah, anehnya giliran pas main di normal mode sinyal nya hijau dan gak jump sama sekali, tolong di optimasikan soal jaringan, bikin main gak nyaman",2025-03-28 15:54:08
Pengguna Google,1,"Gamenya bagus dari segi grafis, visual, dan UI/UX nya, bahkan contentnya menarik banyak event. Cuman disayangkan dalam pemilihan random pemain di sistem ranked masih jelek. Apalagi pemain sampah yang sengaja kalah tetap dibiarkan main, sepertinya sistem pengurangan poin reputasi tidak cukup, kalau bisa ada sistem pelanggaran hingga akun di banned dari ranked. Masalahnya ini berdampak dengan kenyamanan pemain lain yang ingin menikmati game ini, mereka kesulitan naik tier di season ini.",2025-03-13 08:38:51
Pengguna Google,1,"Yang terhormat admin HOK. Tolong sistem Mach nya di perbaiki lagi, pisahkan yg pemula dengan yg berpengalaman. Sistem saat bermain rank sangat berat sebelah dan itu sangat mengganggu performa bermain kami. Percuma eventnya bagus bagus kalau sistem Mach nya buruk. Makin di update bukannya Mach nya tambah bagus malah tambah mengecewakan. Tolong di perbaiki sistem Mach nya, biar kami sebagai pemain tetap betah di HOK. Sekian",2025-02-07 14:02:31
Pengguna Google,1,"Season sekarang dipenuhi dengan dark system, sorry to say tapi game lu gk worth it dicoba karena kurangnya optimalisasi season lalu grafik kanan kagak ada frame drop tapi sekarang suttering mulu. Awal season bukannya senang malah bikin emosi. Dimana letak kesenangannya. Mohon untuk dioptimalisasi",2025-03-07 01:54:11
Pengguna Google,5,"Secara keseluruhan game ini termasuk moba yang bagus, namun ada beberapa hal yang harus dikembangkan menurutku. 1) Map bisa diubah, jdi gk harus nunggu event tertentu. 2) Ada beberapa hero yg gerakkannya memiliki delay yg kaku bnget, contoh: Enchant basic attack wukong, ama Allain basic attack waktu passive (biasanya kek ngedash ke musuh gitu kalo BA) keliatan kaku gitu. Dan semoga kedepannya lebih bnyk Hero lagi",2025-03-11 11:21:46
Pengguna Google,1,"Iya gw tau kalo mau sinyal bagus double jaringan,tapi gak ngaruh tetap aja,saat kulihat kecepatan dari hok dan mlbb itu sangat berbeda,mlbb ketika dibuka biasanya sekitar 100 atau rendahnya 36 KB data,ketika di hok 56 atau rendahnya 0,00 KB,pas 0,00 itu puncaknya lag total,ketika saat itu juga login yt atau mlbb,normal aja",2025-02-04 08:02:23
Pengguna Google,5,Game nya sudah bagus akan tetapi masih perlu banyak dioptimalkan seperti tombol tombol yang kurang delay dan juga untuk bagian skin mungkin bisa diperlihatkan sesuai dengan jenis nya. Untuk UI nya masih delay waktu geser skin waktu play nya sering ngelag bahkan tidak terganti.,2025-03-06 04:45:54
Pengguna Google,1,"masalah sinyal sudah teratasi, tapi masalah memori membengkak sekali di memori internal. kalo di suruh buat ngapusin data internal, emang hp buat maen HOK doang? apakah HOK tidak bisa menjadi teman dikala sumpek mengerjakan tugas atau hal lainnya di hp? kalo boleh tolong dong buatkan sistem pindahkan data ke eksternal. masa game sebelah bisa HOK engga sih?? yok bisa upgrade yok..",2025-01-30 16:56:45
Pengguna Google,4,"game nya bagus, dari segi hero, skin, atau grafik itu oke banget, cuman tolong min, tolong imbangin match nya, kita sebagai player solo jadi kesusahan, pedahal tier rank kita belum tinggi, tapi sudah sesusah itu. atau mungkin tim kita masih pada pemula sedangkan musuh sudah pro, jadi tolong buat keadilan nya ya.",2025-02-04 19:05:58
Pengguna Google,1,"Sistem rank match jauh lebih menurun dari season sebelumnya, kalo season sebelumnya para player masih bisa bermain sedikit nyaman tapi untuk season sekarang ini sungguh mengecewakan dan sering dipertemukan dengan player yang ranknya jauh dibawah kita dan juga para player yang dengan sengaja membuat tim sendiri kalah. Walaupun ada sistem report/laporkan yang memberikan peringatan kepada player tersebut hal itu kurang menjamin dan palyer tersebut akan tetap mengulanginya dipermainan selanjutnya",2025-02-09 11:35:14
Pengguna Google,3,"secara keseluruhan game nya bagus dan event yg ada juga menarik, tapi tolong sistem matchmaking nya diperbaiki lagi, dapat tim yg berat sebelah dan kalau ingin memberikan fragment ya fragment skin lah, dan juga tolong perbaiki masalah jaringan yg tidak stabil di dalam game, jaringan awal stabil tapi ketika di dalam permainan masih sering terjadi ketidakstabilan yang mengakibatkan kurangnya performa bermain",2025-03-25 09:50:34
Pengguna Google,5,"Developer tolong kurangi sedikit harga hero, perbaiki sistem matchmaking dan sistem report. Selebihnya game ini sangat bagus dan ramah untuk player baru maupun yang sedang beradaptasi. Banyak event dan skin gratis, kualitas skin sesuai dengan harganya. Tidak sering tapi hanya sesekali bertemu player yang mencuri lane dan terkadang tim tidak seimbang.",2025-02-07 03:20:12
Pengguna Google,1,"Asli ini game aslinya bisa bersaing buat jadi game moba besar di Indonesia, cuma hal yang bikin game ini susah buat di pertahanan sama player nya ya di sistem matchmaking nya jelek banget dari awal rilis, belum lagi jaringan nya suka ngadat yang bikin game nya jadi patah² dan satu lagi banyak animasi skin yang patah² itu agak ganggu juga sih udah itu aja sisanya masih bisa dinikmati",2025-02-14 15:12:21
Pengguna Google,2,"keseluran game bagus tapi pas di dalam match tombol untuk semua skill ulti tidak ada logo gambar nya,sama di dalam map tidak terlihat musuh atau rekan satu team padah sinyal bagus",2025-04-10 18:57:04
Pengguna Google,4,"Untuk player yg baru pertama kali memakai hero, jangan langsung main di ranked, latihan dulu gimana cara nya..Malah jadi beban, udah kalah malah marah2.. Terus, untuk sinyal, padahal kalo dipake nonton atau buka apk lain bagus2 aja, jaringan sering low kalo lagi ranked",2025-02-12 02:22:23
Pengguna Google,5,"Gamenya udh bagus dari segi permainan dan tampilan hero/skin/gameplay tapi yang kurang menurut saya cuman keseimbangan tim aja, aku sering ngalamin team saya kebanyakan pemula/baru main sedangkan tim musuh itu sudah pada pro dan kadang aku suka ketemu player dari tiongkok di tim musuh yang pasti sudah berpengalaman main game ini jadi tolong seimbangin kedua timnya T^T",2025-02-10 09:48:15
Pengguna Google,3,"Game nya sih sudah bagus menurutku, grafik juga udah bagus, tetapi yang membuat saya tidak nyaman di game ini itu, kadang agak ngelag, padahal sinyal wifi/data saya sudah bagus 4G full, dan kadang agak ngeframe sedikit padahal saya main game ini pakai hp yang baru beli, di hp yang satunya juga gitu, tapi kadang juga tidak ada masalah apapun, kalo masalah ngeframe dikit gpp, yang saya herankan kenapa kok sinyalnya sengelag itu, aku mohon untuk menangani masalah ini🙏🏻",2025-04-03 22:21:47
Pengguna Google,1,"Matchmaking yang amburadul, saya selaku solo player selalu dapat tim dark system, player afk, tidak bisa bekerja sama tim, player toxic, ampas terus. Padahal saya selalu bermain serius. Jika tidak diperbaiki, game ini tidak akan pernah bisa bersaing dengan game sebelah. Otw death game",2025-03-15 14:06:47
Pengguna Google,1,"Untuk grafik dan game play udah bagus ya... Cu sinyalnya GK bisa stabil dari hijau ke merah Mulu apalagi pas waktu war... Tolong developer diperbaiki masalah sinyal ini, padahal buat main game sebelah selalu lncar tapi kalau buat main ini game sinyal GK pernah bisa stabil, kalau kayak gini GK diperbaiki masalah sinyal ini yakin dah bakal banyak yg balik ke game sebelah... Terimakasih",2025-02-07 14:48:06
Pengguna Google,3,"Jaringan wifi stabil, tp saat game kebanyakan lag parah. apalagi saat push rank, saat mati jaringan nya bagus. begitu mau attack auto g bisa gerak sama sekali.",2025-04-11 11:28:45
Pengguna Google,4,lumayan bagus sih ditambah lagi heronya pada gampang banget jadi lebih enak dan mudah untuk dipelajari tapi ada satu hal saya kasih 4 bintang itu karena penyimpanannya terlalu besar + terlalu makan data itu saja termikasih,2025-04-07 23:08:12
Pengguna Google,1,"kepada developer..saya ingin mengajukan beberapa pertanyaan. yaitu, 1.untuk membuat sistem dark sistem supaya saat main nanti ga kalah trus, 2.buatkan sistem pelanggaran untuk pemain yang suka ngetroll atau afk dan ga bisa main, 3. buatkan sistem proteksi bintang. alasan saya mengajukan ini karena saya udah muak main game ini udah mau rank grandmaster malah ketemu tim beban, afk, ngetroll, ga bisa main. untuk developer timi dan Tencent untuk menerapkan sistem yang saya katakan tadi.mohon dibalas",2025-04-07 06:49:28
Pengguna Google,2,"Game bagus tapi tolong untuk grafik rata kiri di hp spek rendah di kurangi lagi, meski internet sudah bagus tapi di dalam match 8 menit keatas jadi lag game nya, aku main di hp Vivo y20 mau coba jadi jungle tapi setiap menit 8 keatas jadi lag game nya padahal jaringan oke banget grafik semua rata kiri. Perlu ada rombak grafik besar besaran nih.",2025-02-02 08:06:00
Pengguna Google,5,"gamenya bagus banget, dan mekanik gameplay nya udah bagus, yang bikin kelihatan sulit bagi sebagian orang itu karna kebanyakan newbie HOK pernah main game sebelah yang mekanik gameplay nya lebih sederhana dan bisa gendong gendong, sementara HOK sangat bergantung sama kerja sama team. intinya sih, kalau mau pengalaman yang kompetitif main HOK, kalau mau yang gampang main game sebelah.",2025-04-06 10:40:25
Pengguna Google,1,"percuma grafik bagus dan percuma di loby bisa pilih lane terlebih dahulu, tapi buat apa kalo matchmaking nya buruk selalu dapat tim yg ga seimbang. seharusnya player solo di temuin dengan tim yg seimbang sesuai skill player nya ini mah dapet tim yg ga bener terus. gimana mau senang main game. kalo kaya gini buat top up ge mikir"" dua kali kalo sistem kaya gini",2025-03-17 15:42:53
Pengguna Google,1,"sistem Matchmaking yang sangat payah bahkan BOT masih sedikit mendingan, saya sudah berusaha compe tapi selalu bertemu dengan tim yang rusak, bahkan aku kalah dengan cara yang konyol , ayolah developer lebih di tingkat kan lagi filter matchmaking game mu sangat bagus dari segi grafik dan event jangan hancur kan game mu sendiri karna Player mu",2025-04-07 12:46:44
Pengguna Google,5,"Semua udah bagus cuman ya tambahin fitur ""Nonaktifkan Getaran Layar"" si augran terlalu bergetaran :U dan juga akan lebih bagus juga kalau matchnya disesuaikan dengan berapa lama kita main seperti 100+ hari ketemu akun yang sama dengan berapa lama kita main. Dan juga tambahkan mode permanen yang seru buat para player agar ga terlalu bosen juga",2025-02-21 07:22:49
Pengguna Google,2,"masih ada banyak bug, beberapa bug nya adalah delay, analog tiba tiba berhenti jalan padahal jaringan ijo, suka frame tiba tiba dan lain sebagainya, itu membuat pengalaman bermain menjadi kurang nyaman, tolong segera di fix",2025-02-03 14:16:02
Pengguna Google,3,"Cukup bagus, main ini game karena ada dub Jepangnya dan itu cukup membuat gamenya lebih asik. Match ranked nya bener² kagak masuk akal, kadang dapat rekan se tim yang bot, musuh yang kelewat op.",2025-02-08 04:16:47
Pengguna Google,2,"Sering dapet rekan tim tolol. Mage dan jungler gak mau rotasi dan dapet musuh rotasinya bagus, jadi sering dikeroyok 3-4 musuh. Mage selalu nungguin Minion datang. Jungler selalu di hutan Mulu. Sering dapet rekan tim mm tolol. Sering feeder gak tahu diri. Buta map anyeng. Di report gak kedetek. Seakan-akan aku dijadikan tumbal supaya musuh menang ezy(easy). Jarang banget dapet rekan tim bagus. Sama aja sama game sebelah.",2025-01-17 13:24:34
Pengguna Google,4,"dari segi mana pun sudah bagus cuma saya punya 1 Keluhan yaitu di tampilan,saya sudah rata kiri agar tidak lag tapi tampilan Hero,map, dan skin masih terlalu hd(tidak berubah sama sekali tetap di ultra atau rata kanan). karena hp saya hanya bisa rata kiri tolong di perbaiki agar memudahkan saya bermain karena saya sering lag dengan posisi tampilan yang terpaksa rata kanan",2025-04-03 16:30:10
Pengguna Google,1,"apaansih ini game, setiap main menang kalah menang kalah, terus lagi di game play tiba tiba crash, emang sengaja yaa, dan juga jaringan yang tiba tiba berubah dan mengakibatkan lah padahal sinyak di tempat saya bagus, asli jelek banget game ny",2025-03-24 14:49:29
Pengguna Google,4,"Akhir-akhir ini pas main di rank suka lag padahal wifi aman, tapi kalo main normal atau mode lain nggak ngelag. Trus tolong dong... Turetnya empuk banget.. Fighter sama support nggak takut turet.. Ngga perlu nunggu minion buat nyerang kristal. Kadang jungler juga ngelewatin turet kaya biasa aja. Jadi pas main marksman tuh serasa ngga bisa berlindung ke turet. Percuma juga, tetep kena.",2025-02-23 14:29:54
Pengguna Google,5,Game ini seru di mainin bareng teman apalagi ada sistem analog (HUD) yang ada di game sebelah ini membuat player game sebelah yang ingin main game ini bisa beradaptasi dengan mudah ya palingan meta dan mekanik heronya di sesuaikan dengan hero² yang ada di game sebelah seperti itu mungkin tambah menyenangkan,2025-02-19 03:48:14
Pengguna Google,1,"ga niat kasih tim,kalok niat timnya yang bener,bukan beban semua!!! musuh jago tim ga jago menang² kalah² karena tim busuk dan musuh bagus, saran saya perbaiki lah sistemnya,tambahin kek kalok mvp kalah dapet bintang biar ga susah naik,ini susah naik soalnya menang² kalah² Mulu mohon perbaiki yah pembagian tim dan musuh biar seimbang biar semua player solo bisa ngerank tanpa gangguan!!!!!!!!!",2025-04-05 17:57:01
Pengguna Google,3,"Halo Tencet Atau Level Infinite,saya punya beberapa saran untuk meningkat pengalaman bermain. 1.) Saya ingin damage tower/turret diubah menjadi true damage, karena ketika hero consort yu memakai skill dua didalam tower musuh ia menjadi kebal terhadap damage tower/turret. 2.)Perbanyak HP semua tower/turret, karena terlalu mudah untuk dihancurkan oleh hero yang memiliki damage basic attack yang tinggi atau attack speed yang cepat (contohnya:li xin, fuzi, milady,loong,dll)mohon terima saran saya:)",2025-02-04 14:20:21
Pengguna Google,1,"Parah systemnya... Main di mode normal lancar jaya giliran masuk ke Rank heronya pada struk... buat jalan saja berat apalagi buat war tidak bisa buat apa"" cuma nunggu di bantai ... dan itu berulang kali sampai bintang down 4 kali... ujung""nya kena pelanggaran... PAYAH...!!!",2025-03-20 13:16:24
Pengguna Google,1,"Ni tiba tiba lag fram sinyal jumping d tambah lagi dengan penyesuaian team yg tidak adil atau tidak setara, dan saya merasa Ketika sudah d update malah tambah sering lag jumping mlh tambah parah tidak ada perubahan yg signifikan setelah update. pdhl hp saya mendukung bngt untuk ngegame dan sinyal normal tapi kenapa slalu ada lag d setiap pertandingan nya. Pdhl dari event udah bagus saya sangat suka tapi jng kawatir tar klo udah ada perubahan banyak saya akan berikan Bintang 5🌟 trimakasih HOK",2025-02-20 06:25:47
